title,ncode,writer,story,biggenre,genre,keyword,length
薬屋のひとりごと,N9636X,日向夏,"薬草を取りに出かけたら、後宮の女官狩りに遭いました。

花街で薬師をやっていた猫猫は、そんなわけで雅なる場所で下女などやっている。現状に不満を抱きつつも、奉公が明けるまでおとなしくしていようと思うのだが、彼女の好奇心と知識はそうはさせない。

ふとした事件を解決したことから帝の寵妃や宦官に目をつけられることになる。

早く市井に戻りたい、猫猫はきょうも洗濯籠を片手にため息をつくのだった。

旧蛇足編は、薬屋番外編のほうにおいてあります。

書籍化されました。
レイブックスさんにて全一巻、ヒーロー文庫さんで現在十三巻まででております。文庫版一巻はレイブックス版の一巻をもとに加筆修正しております。

ビッグガンガンさんとサンデーGXさんでそれぞれ、コミカライズ連載中です。



",3,304,R15 残酷な描写あり 中華風 推理 恋愛 後宮 フラグクラッシャー,1298234
犬を拾った。……はずだった,N1266FJ,縞白,　王城魔術師マリス・ラークは、ある夜、ケガをした犬を拾った。結婚する予定も無いし、「クロ」と名付けて大事に世話しているうちに懐てきた可愛い“うちの犬”と、この先ずっと暮らしてゆくのも良いかもしれない。そう思いはじめた時、事件は起きる。　「ウィンザーコート師団長！」　そう呼ばれた“彼”は犬ではなく人間の男性で、しかも『救国の英雄』ゼレク・ウィンザーコート第一師団長だというのだ。　「えっ」　どう見ても犬なんですけど。これはいったい、どういうこと？　＊＊＊　拾った犬が英雄だった娘さんの流転と、疲れ果てた一匹の犬が家を見つけるまでのお話。（本編全二十五話。番外小話四本、番外中編全六話。）,1,101,残酷な描写あり 身分差 女主人公 魔術師 ヒーロー大型犬タイプ ハッピーエンド,134056
フリードリヒの戦場,N6988IL,エノキスルメ,"自身の出自を知らず、田舎都市で孤児として育った青年、フリードリヒ。

非凡な聡明さを誇り、それ故に自身の平凡な人生に物足りなさと閉塞感を抱いていた彼は、
ある事件をきっかけに、「王国の生ける英雄」と呼ばれる将に才覚を見出されて軍人となる。

何者かになりたい。歴史に名を残すような何者かに。
そんな思いを抱いて新たな道に進んだフリードリヒは、厳しい現実に直面しながら、それでも戦場を歩む。

※カクヨム様にも掲載させていただいています。",2,201,R15 残酷な描写あり オリジナル戦記 現地主人公 戦争 シリアス 軍師 成り上がり 国家 貴族 群像劇,83325
何も教えられず嫁いだら私が別邸で、愛妾が本邸で暮らしていました。,N3028IK,瀬崎遊,"　理由が解らないまま生家で無視されて育ったレガテリテ。
　学園の卒業と同日に嫁がされ、生家に二度と戻ってくるなと父親に伝えられる。
　初夜教育も受けていないレガテリテは旦那様にされることが怖くて仕方ない。
　けれど、旦那様の望みならと必死で我慢して受け入れる。
　旦那様のサルバシアは忙しいらしくて、週に一度しか帰ってきてくれない。

　寂しいと伝えると週に二度帰って来てくれるようになる。

　レガテリテの不幸は妊娠してから始まる・・・。
　初夜教育もされていなかったのだから、妊娠がなにかも解らない。
　体の中で蠢くものがおぞましくて仕方なかった。",3,302,R15 サイコホラー 生家で無視される 政略結婚 無知なレガテリテ 不誠実な夫 お腹の中で蠢くモノ 出産 生地獄 コミックスピア大賞3 キネノベ大賞９ OVL大賞9 ESN大賞５ 小学館ＦＴノベル賞 123大賞4 キネノベ大賞１０,26584
「びぎゅもたぁ！？（どうしてこうなった！？）」　呪力３６０で危険視される世界で鍛えすぎた俺ダイモンジ・ウタ、 ◤異例◢の呪力１万３５８４に到達。ラスボス扱いで草枯れる【俺が、呪いの王？】,N6477IL,ま（漫画『貧乏令嬢の勘違い聖女伝』マガプラ連載中＠検索❗発売中,"運がない社畜の主人公はある日、車（クルマ）に撥ねられ死亡してしまう。
彼は死に際に思った。「どんな不運も打ち壊せるような、力が欲しい」と。
そうして次に彼が目覚めると、『呪術師』を名乗る一族のもとに生まれていて……！？
『もう死にたくない。こうなったら鍛えまくってやる！』
かくして主人公は舌も回らない頃から鍛えに鍛えた結果、「呪力1万3584」を叩き出して業界から恐れられるのだった。「かれはじゃい（草も生えねえよ……）」",2,202,異世界転生 溺愛 ギャグ　ヤンデレ 努力無双　ほのぼの　 主人公最強　男主人公 権力者に溺愛される スローライフ みんな才能に惚れこむ ざまあ　まざぁ 狐ロリババア　使い魔 例のアレ　能力コピー モンスターゲット 和風　メイド　配信 ハッピーエンド 呪術　オリジナル詠唱 愛され　日常　るしあ,71294
【ログインボーナス】　〜役立たずスキルで捨てられた令嬢が、本当の幸せをつかむまで〜,N9512IJ,碧井ウタ,"翌月に結婚式を控えていたタイミングで、婚約を解消されてしまったジョアンナ。
傷ついた彼女の元に、新しい婚約話が舞い込む。

相手はリネハン辺境伯家のヴィンセント。
実は彼は、数年前に受けた毒の影響で、醜い姿になっているそうだ。
そして、この婚約は……義妹が嫌がったせいで、ジョアンナに回された婚約だった。

リネハンに着いたジョアンナは、婚約者や家の人々に大切にされて、次第に心の傷も癒えていく。

そんな中、不思議な透明な板が出てくるだけで、何の役にも立たないジョアンナのスキル【ログインボーナス】に大きな変化が起こる。

スキルを使って貴重なアイテムや新しいスキルを手に入れると、ヴィンセントの体にも変化が起こり……？

これは役立たずと言われたスキルのお陰で、ジョアンナが愛する人に出逢い、本当の幸せを手に入れる物語。

※R15は念のため設定
※カクヨム、アルファポリスにも投稿しています

【日間総合1位、週間総合1位、月間総合3位を獲得！　皆様の応援のおかげです。ありがとうございます！】",1,101,R15 女主人公 ハッピーエンド 婚約破棄 恋愛 異世界 ファンタジー スキル ガチャ 鑑定 錬金術 家族 勘違い 初恋,110766
兄から婚約者を交換しようと言われたので、喜んで交換した話,N1711HD,みなべゆうり,ちょっと変態気味の王子様が、初恋のお嬢様と結婚できそうだったから頑張ったお話。,1,101,婚約破棄 幼馴染,6416
幼馴染みが悪役令息だった,N7616IL,岩上翠,"侯爵令嬢ステラと、お隣に住む公爵令息レヴィ。
魔法の才能に恵まれた二人は、七歳の頃から共に魔法の実験に明け暮れていた。
ところがある日、実験の衝撃でステラは思い出してしまう。
幼馴染みのレヴィが、前世でプレイした乙女ゲームの登場人物であり、バッドエンド確定のヤンデレ悪役令息であることを……。",1,101,異世界転生 乙女ゲーム ラブコメ 幼馴染み ヤンデレ 悪役令息 魔法オタク ハッピーエンド,7742
 『やり直し』《最強》ダンジョン配信者！　突然１０年前の世界に戻ったので全てをやり直す！,N0696IJ,もちぱん太郎,"【ジャンル月間一位！　ありがとうございます！！】
最強だけど他人に騙されて人生大失敗した！
そんなオレが突如１０年前に戻っていた！？
今度は他人のためじゃなく、自分のために生きてやる！

最強と自覚してる主人公が、能力と未来知識を使ってバズ狙い！

死ぬはずの美少女配信者が恐ろしいユニークモンスターに襲われてる！？　助けながら配信だ！
未来で世界最高の鍛冶屋を仲間にする！
最高峰の才能を持った精霊使いの幼女に見えるお姉さんが誘拐された！？　一人で来いって？　一人で行ってやるよ！　配信しながらなぁ！！！
あの未来の有用アイテムの使い方を知らない？　買い占めてから使い方を配信して大儲け！
ダンジョンのある土地も、発見前に買っちゃおう！
精霊の倒し方？　未来ならみんな知ってたぜ？　オレが教えてやるよ！

全部バズに利用してやる！
ついでに不幸になるやつも助けたろ！



この作品はカクヨム様と同時掲載させていただいております！！
【ジャンル日間一位獲得】
【ジャンル週間一位獲得】
【ジャンル月間一位獲得】",2,202,R15 残酷な描写あり 主人公最強 ダンジョン配信者 配信者 やり直し 逆行 ライトノベル 未来知識 無双 ヒロインがヤバい 成り上がり ハッピーエンド 男主人公 ざまぁ　ざまあ オレだけ知ってる 無敵,359087
【短編版】物語のスタートは、悪女が毒杯を飲み干してから,N8121IL,曽根原ツタ,"
「ただいまより、罪人ウィステリアの死刑を執行する！！！」

公爵令嬢ウィステリアは、未来の王太子妃として教育を受けていた。しかし、王太子妃の座を狙っていた王女の陰謀により、彼女を殺そうとした犯人に仕立てられてしまう。

これは、よくある悪女の処刑後のお話。",1,101,R15 悪役令嬢 断罪 処刑 公爵令嬢 王女 やり直し,4984
私を愛さないと言ったのは、陛下のほうですが？,N7771IL,志波咲良,"「僕が君を愛することはない」
「あ、はい。わかりました」
夫である国王陛下から政略結婚を迫られたシルビアは、あっさりと了承する。
シルビアの態度に夫からの嫌がらせは加速し、ついには「悪の王妃」として無実の断罪を告げられてしまう。
そんなとき、騎士団長であるルディがシルビアを窮地から救い出した。
幼馴染である二人は、息ぴったりの国外逃亡劇を繰り広げる――。

10/23―日間1位獲得☆応援ありがとうございます！",1,101,悪役令嬢 ざまぁ 政略結婚 白い結婚 ハッピーエンド 溺愛 純愛 幼馴染 契約結婚 国外逃亡,10123
